name,party,state,constituency
SHAIK MAHABOOB BASHA (MABU),Republican Party of India (A),Andhra Pradesh,Nellore - 22
MALLEPALLY RAGHU,Navarang Congress Party,Andhra Pradesh,Nellore - 22
SHAIK SHAFI AHMED,All India Forward Bloc,Andhra Pradesh,Nellore - 22
NAKKA DINESH,Bharatha Chaitanya Yuvajana Party,Andhra Pradesh,Nellore - 22
TALARI VENKATAIAH,Jaibhim Rao Bharat Party,Andhra Pradesh,Nellore - 22
PUNGANURU PRASANNA GANAPATHI,Radical Party of India (Ambedkarist),Andhra Pradesh,Nellore - 22
MAGUNTA SREENIVASULU REDDY,Telugu Desam,Andhra Pradesh,Ongole - 16
DR CHEVIREDDY BHASKAR REDD,Yuvajana Sramika Rythu Congress Party,Andhra Pradesh,Ongole - 16
EDA SUDHAKARA REDDY,Indian National Congress,Andhra Pradesh,Ongole - 16
DHARANIKOTA LAKSHMI NARAYANA,Bahujan Samaj Party,Andhra Pradesh,Ongole - 16
BUCHI EDUKONDALU,Independent,Andhra Pradesh,Ongole - 16
PODILI RAMBABU,Independent,Andhra Pradesh,Ongole - 16
ORSU VEENA,Jai Bharat National Party,Andhra Pradesh,Ongole - 16
BONTHA RANGA REDDY,Independent,Andhra Pradesh,Ongole - 16
BODDU KRANTHI KUMAR,Independent,Andhra Pradesh,Ongole - 16
MOHAN GOUD J V,Independent,Andhra Pradesh,Ongole - 16
U MADHU BABU,Independent,Andhra Pradesh,Ongole - 16
KARATAPU RAJU,Independent,Andhra Pradesh,Ongole - 16
JAGADEESH RAYAPATI,Independent,Andhra Pradesh,Ongole - 16
DEVIREDDY BALANJANEYULU,Independent,Andhra Pradesh,Ongole - 16
HARI PRASAD TUPAKULA,Independent,Andhra Pradesh,Ongole - 16
PASAM VENKATESWARLU YADAV,Samajwadi Party,Andhra Pradesh,Ongole - 16
SURYA TEJA KOTA,Pyramid Party of India,Andhra Pradesh,Ongole - 16
AKUMALLA MALLIKARJUNA REDDY,Independent,Andhra Pradesh,Ongole - 16
VESHAPOGU GURAVABABU,Independent,Andhra Pradesh,Ongole - 16
KOMMU YOHANU,Liberation Congress Party,Andhra Pradesh,Ongole - 16
SESHUBABU GUDDANTI,Independent,Andhra Pradesh,Ongole - 16
SINGAMNENI SREEKANTH,Independent,Andhra Pradesh,Ongole - 16
YARRA DASARADHARAMAIAH,Independent,Andhra Pradesh,Ongole - 16
KOTA VAMSI KRISHNA,Independent,Andhra Pradesh,Ongole - 16
K PAVAN KALYAN,Jatiya Jana Sena Party,Andhra Pradesh,Ongole - 16
DAGGUBATI PURANDHESHWARI,Bharatiya Janata Party,Andhra Pradesh,Rajahmundry - 8
DR. GUDURI SRINIVAS,Yuvajana Sramika Rythu Congress Party,Andhra Pradesh,Rajahmundry - 8
GIDUGU RUDRARAJU,Indian National Congress,Andhra Pradesh,Rajahmundry - 8
GANESWARA RAO PARAMATA,Bahujan Samaj Party,Andhra Pradesh,Rajahmundry - 8
BATTULA BALARAMAKRISHNA,Navarang Congress Party,Andhra Pradesh,Rajahmundry - 8
SALOPANTULA RAGHAVENDRA RAO,Independent,Andhra Pradesh,Rajahmundry - 8
DR. MEDISI RATNARAO ALIAS VINAY,Independent,Andhra Pradesh,Rajahmundry - 8
MOHANARAO SINGULURI,Jai Bharat National Party,Andhra Pradesh,Rajahmundry - 8
MEDA SRINIVASA RAO,Rashtriya Praja Congress (Secular),Andhra Pradesh,Rajahmundry - 8
BOMMANABOINA VSR MURTHY,Independent,Andhra Pradesh,Rajahmundry - 8
BHANU CHANDAR KURUVELLA,Independent,Andhra Pradesh,Rajahmundry - 8
JALLI BALA NAVEENA,Independent,Andhra Pradesh,Rajahmundry - 8
P V MIDHUN REDDY,Yuvajana Sramika Rythu Congress Party,Andhra Pradesh,Rajampet - 24
NALLARI KIRAN KUMAR REDDY,Bharatiya Janata Party,Andhra Pradesh,Rajampet - 24
SHAIK BASHEED,Indian National Congress,Andhra Pradesh,Rajampet - 24
ABBAVARAM UGENDRA,Bahujan Samaj Party,Andhra Pradesh,Rajampet - 24
POOLA REDDY SEKHAR,Independent,Andhra Pradesh,Rajampet - 24
NAGARAJU JETTI,Independent,Andhra Pradesh,Rajampet - 24
PRADEEP PENAMADU,All India Forward Bloc,Andhra Pradesh,Rajampet - 24
CHOUDVARAM SUBBANARASAIAH,Independent,Andhra Pradesh,Rajampet - 24
PULI SREENIVASULU,Independent,Andhra Pradesh,Rajampet - 24
SREENIVASULU MARRIPATI,Independent,Andhra Pradesh,Rajampet - 24
AKBAR M BASHA,Anna YSR Congress Party,Andhra Pradesh,Rajampet - 24
SANGARAJU NAGESWARA RAJU,Independent,Andhra Pradesh,Rajampet - 24
MADA RAJA,Jaathia Chethi Vruthula Ikya Vedika Party,Andhra Pradesh,Rajampet - 24
BATTHALA RAMANAIAH,Jai Bharat National Party,Andhra Pradesh,Rajampet - 24
DODDAPANENI RAJA NAIDU,Independent,Andhra Pradesh,Rajampet - 24
MAYANA MOHAMMED SALMAN KHAN,Liberation Congress Party,Andhra Pradesh,Rajampet - 24
KASTURI OBAIAH NAIDU,Independent,Andhra Pradesh,Rajampet - 24
ASADI VENKATADRI,Independent,Andhra Pradesh,Rajampet - 24
KINJARAPU RAMMOHAN NAIDU,Telugu Desam,Andhra Pradesh,Srikakulam - 2
TILAK PERADA,Yuvajana Sramika Rythu Congress Party,Andhra Pradesh,Srikakulam - 2
PEDADA PARAMESWARA RAO,Indian National Congress,Andhra Pradesh,Srikakulam - 2
SANAPALA SRAVAN KUMAR,Independent,Andhra Pradesh,Srikakulam - 2
NAIDUGARI RAJASEKHAR,Bahujan Samaj Party,Andhra Pradesh,Srikakulam - 2
VABA YOGESWARA RAO,Independent,Andhra Pradesh,Srikakulam - 2
BETHA VIVEKANANDA MAHARAJ,Independent,Andhra Pradesh,Srikakulam - 2
YEDDU LAKSHMINARAYANA,Independent,Andhra Pradesh,Srikakulam - 2
BORUBADRA CHANDRAKALA,Bharatha Chaitanya Yuvajana Party,Andhra Pradesh,Srikakulam - 2
IPPILI SEETHARAJU,Jai Bharat National Party,Andhra Pradesh,Srikakulam - 2
KAYA DURGARAO,Navarang Congress Party,Andhra Pradesh,Srikakulam - 2
CHELLURI DANIYAL,Independent,Andhra Pradesh,Srikakulam - 2
BOMMALI TIRUPATI RAO,Pyramid Party of India,Andhra Pradesh,Srikakulam - 2
GURUMOORTHY MADDILA,Yuvajana Sramika Rythu Congress Party,Andhra Pradesh,Thirupathi(SC) - 23
VARA PRASAD RAO VELAGAPALLI,Bharatiya Janata Party,Andhra Pradesh,Thirupathi(SC) - 23
CHINTA MOHAN,Indian National Congress,Andhra Pradesh,Thirupathi(SC) - 23
PENUMURU. GURAPPA,Bahujan Samaj Party,Andhra Pradesh,Thirupathi(SC) - 23
KATTAMANCHI. PRABHAKAR,Independent,Andhra Pradesh,Thirupathi(SC) - 23
M UMADEVI,Janata Congress,Andhra Pradesh,Thirupathi(SC) - 23
ALLAM.RAJA,Independent,Andhra Pradesh,Thirupathi(SC) - 23
VIJAY KUMAR G.SRKR,Liberation Congress Party,Andhra Pradesh,Thirupathi(SC) - 23
ANJAIAH.P,Republican Party of India (A),Andhra Pradesh,Thirupathi(SC) - 23
V.C. NAVEEN GUPTA,Independent,Andhra Pradesh,Thirupathi(SC) - 23
A. VARAPRASAD,Jatiya Jana Sena Party,Andhra Pradesh,Thirupathi(SC) - 23
SYAMDHAN KURAPATI,Aihra National Party,Andhra Pradesh,Thirupathi(SC) - 23
C. PUNYAMURTHY,United Republican Party of India,Andhra Pradesh,Thirupathi(SC) - 23
KARRA SIVA,Pyramid Party of India,Andhra Pradesh,Thirupathi(SC) - 23
VELURU. THEJOVATHI,Samajwadi Party,Andhra Pradesh,Thirupathi(SC) - 23
C. DAVID,Indian Believers Party (IBP),Andhra Pradesh,Thirupathi(SC) - 23
K. JEEVARATHNAM,Independent,Andhra Pradesh,Thirupathi(SC) - 23
DASARI. GOWTHAM,Independent,Andhra Pradesh,Thirupathi(SC) - 23
VIJAYA KUMAR.G,Independent,Andhra Pradesh,Thirupathi(SC) - 23
A. MADHU,Jai Hindustan Party,Andhra Pradesh,Thirupathi(SC) - 23
B. BHARANI BAS,Ambedkar National Congress,Andhra Pradesh,Thirupathi(SC) - 23
Y. MAHESH,Independent,Andhra Pradesh,Thirupathi(SC) - 23
PRASAD PATIBANDLA,Independent,Andhra Pradesh,Thirupathi(SC) - 23
KESINENI SIVANATH (CHINNI),Telugu Desam,Andhra Pradesh,Vijayawada - 12
KESINENI SRINIVAS (NANI),Yuvajana Sramika Rythu Congress Party,Andhra Pradesh,Vijayawada - 12
BHARGAV VALLURU,Indian National Congress,Andhra Pradesh,Vijayawada - 12
KRISHNA KISHORE YANAMANDRA,Navataram Party,Andhra Pradesh,Vijayawada - 12
VENKATA ASHOK PAPPURI,Independent,Andhra Pradesh,Vijayawada - 12
DEVARAPALLI MALLIKARJUNA RAO (MAHESH),Independent,Andhra Pradesh,Vijayawada - 12
MEKA VENKATESWARA RAO,Bahujan Samaj Party,Andhra Pradesh,Vijayawada - 12
ANIL KUMAR MADDINENI,Independent,Andhra Pradesh,Vijayawada - 12
BARRE SREENIVASARAO (JAI BHEEM SRINIVAS),Telugu Rajadhikara Samiti Party,Andhra Pradesh,Vijayawada - 12
SYED KHAMURUNNISA,Navarang Congress Party,Andhra Pradesh,Vijayawada - 12
CHAGANTIPATI GANGADHAR GANDHI,Pyramid Party of India,Andhra Pradesh,Vijayawada - 12
DATLA LURTHU MERI,Jaibhim Rao Bharat Party,Andhra Pradesh,Vijayawada - 12
PERAM SIVA NAGESWARA RAO,Republican Party of India (Athawale),Andhra Pradesh,Vijayawada - 12
DEVARASETTY RAVEENDRA BABU,Andhra Rastra Praja Samithi,Andhra Pradesh,Vijayawada - 12
GUJJULA LALITHA,Socialist Unity Centre Of India (COMMUNIST),Andhra Pradesh,Vijayawada - 12
N DASARADHA RAMI REDDY,All India Jaihind Party,Andhra Pradesh,Vijayawada - 12
CHINTHALACHERUVU HEMALATHA,Jai Maha Bharath Party,Andhra Pradesh,Vijayawada - 12
SRIBHARAT MATHUKUMILI,Telugu Desam,Andhra Pradesh,Visakhapatnam - 4
JHANSI LAKSHMI. BOTCHA.,Yuvajana Sramika Rythu Congress Party,Andhra Pradesh,Visakhapatnam - 4
P. SATYA REDDY,Indian National Congress,Andhra Pradesh,Visakhapatnam - 4
K.A. PAUL,Praja Shanthi Party,Andhra Pradesh,Visakhapatnam - 4
PEDAPENKI SIVA PRASADA RAO,Bahujan Samaj Party,Andhra Pradesh,Visakhapatnam - 4
BIKKAVOLU. CHALAMAJI,Navarang Congress Party,Andhra Pradesh,Visakhapatnam - 4
V.N. SATYA NARAYANA,Rashtriya Praja Congress (Secular),Andhra Pradesh,Visakhapatnam - 4
ARUNA SRI MURALA,Independent,Andhra Pradesh,Visakhapatnam - 4
VASUPILLI SURESH,Independent,Andhra Pradesh,Visakhapatnam - 4
SONDI KRISHNA.,Independent,Andhra Pradesh,Visakhapatnam - 4
ANDUKURI VIJAYA BHASKAR,India Praja Bandhu Party,Andhra Pradesh,Visakhapatnam - 4
DR. GANAPATHI KONGARAPU.,Republican Party of India (A),Andhra Pradesh,Visakhapatnam - 4
BANNA. RAMESH,Dalita Bahujana Party,Andhra Pradesh,Visakhapatnam - 4
P. SATYA VANI,Pyramid Party of India,Andhra Pradesh,Visakhapatnam - 4
DURGA PRASAD. GUNTU,Bhartiya Rashtriya Dal,Andhra Pradesh,Visakhapatnam - 4
CHAPPIDI RAMU,Independent,Andhra Pradesh,Visakhapatnam - 4
M.G.M. KHAN,Independent,Andhra Pradesh,Visakhapatnam - 4
SHANKAR DEVARA YADAV,Independent,Andhra Pradesh,Visakhapatnam - 4
VENU MADHAV KARRI,Independent,Andhra Pradesh,Visakhapatnam - 4
DR. ACHUTHA BALAJI YADAV (MURAPALA),Bharatha Chaitanya Yuvajana Party,Andhra Pradesh,Visakhapatnam - 4
THOTA VENKATA SAI MUKUND,Praja Prasthanam Party,Andhra Pradesh,Visakhapatnam - 4
PIDIDHI APPARAO,Independent,Andhra Pradesh,Visakhapatnam - 4
G.A.N. ANAND,Independent,Andhra Pradesh,Visakhapatnam - 4
VADDI. HARI GANESH,Independent,Andhra Pradesh,Visakhapatnam - 4
JANARDHAN PONNADA.,Independent,Andhra Pradesh,Visakhapatnam - 4
GANAPATHI. JAGADEESWARA RAO (JAGADEESH),Jai Maha Bharath Party,Andhra Pradesh,Visakhapatnam - 4
JALADI VIJAYA KUMARI,Samajwadi Party,Andhra Pradesh,Visakhapatnam - 4
CHINTADA SURYAM,Naba Bharata Nirmana Seva Party,Andhra Pradesh,Visakhapatnam - 4
GANDIKOTA RAJESH,Navataram Party,Andhra Pradesh,Visakhapatnam - 4
KOLLI NAGA RAJU,Independent,Andhra Pradesh,Visakhapatnam - 4
METTA RAMA RAO,Independent,Andhra Pradesh,Visakhapatnam - 4
LAGUDU. GOVINDA RAO,Independent,Andhra Pradesh,Visakhapatnam - 4
MALLA SRAVANI,Independent,Andhra Pradesh,Visakhapatnam - 4
APPALANAIDU KALISETTI,Telugu Desam,Andhra Pradesh,Vizianagaram - 3
BELLANA CHANDRASEKHAR,Yuvajana Sramika Rythu Congress Party,Andhra Pradesh,Vizianagaram - 3
BOBBILI SRINU,Indian National Congress,Andhra Pradesh,Vizianagaram - 3
PEERUBANDI PRAKASH RAO,Bahujan Samaj Party,Andhra Pradesh,Vizianagaram - 3
VELURI VENKATA TRINADHARAO,Independent,Andhra Pradesh,Vizianagaram - 3
ALLU SRIRAMULU,Independent,Andhra Pradesh,Vizianagaram - 3
SIYYADULA YELLA RAO,Independent,Andhra Pradesh,Vizianagaram - 3
SRINIVASA RAO SAMBHANA,Yuga Thulasi Party,Andhra Pradesh,Vizianagaram - 3
MARISERLA KRISHNAMURTHY NAIDU,Independent,Andhra Pradesh,Vizianagaram - 3
VANGAPANDU MAHESWARA RAO,Naba Bharata Nirmana Seva Party,Andhra Pradesh,Vizianagaram - 3
CHINNAM ARUNA KUMAR,Jaibhim Rao Bharat Party,Andhra Pradesh,Vizianagaram - 3
ATCHIYYA NAIDU SAMIREDDY,Samajwadi Party,Andhra Pradesh,Vizianagaram - 3
ADINARAYANA TADDI,Independent,Andhra Pradesh,Vizianagaram - 3
P V A ANANDA SAGAR,Independent,Andhra Pradesh,Vizianagaram - 3
SAKHINETI ANANTHA RAJU,Pyramid Party of India,Andhra Pradesh,Vizianagaram - 3
TAPIR GAO,Bharatiya Janata Party,Arunachal Pradesh,Arunachal East - 2
BOSIRAM SIRAM,Indian National Congress,Arunachal Pradesh,Arunachal East - 2
TAMAT GAMOH,Independent,Arunachal Pradesh,Arunachal East - 2
SOTAI KRI,Independent,Arunachal Pradesh,Arunachal East - 2
OMAK NITIK,Independent,Arunachal Pradesh,Arunachal East - 2
BANDEY MILI,Arunachal Democratic Party,Arunachal Pradesh,Arunachal East - 2
KIREN RIJIJU,Bharatiya Janata Party,Arunachal Pradesh,Arunachal West - 1
NABAM TUKI,Indian National Congress,Arunachal Pradesh,Arunachal West - 1
TECHI RANA,Independent,Arunachal Pradesh,Arunachal West - 1
TOKO SHEETAL,Gana Suraksha Party,Arunachal Pradesh,Arunachal West - 1
BIMPAK SIGA,Independent,Arunachal Pradesh,Arunachal West - 1
RUHI TAGUNG,Independent,Arunachal Pradesh,Arunachal West - 1
LEKI NORBU,Independent,Arunachal Pradesh,Arunachal West - 1
TANIA JUNE,Independent,Arunachal Pradesh,Arunachal West - 1
PHANI BHUSAN CHOUDHURY,Asom Gana Parishad,Assam,Barpeta - 3
DEEP BAYAN,Indian National Congress,Assam,Barpeta - 3
MANORANJAN TALUKDAR,Communist Party of India (Marxist),Assam,Barpeta - 3
ABUL KALAM AZAD,All India Trinamool Congress,Assam,Barpeta - 3
DEWAN MOHIBUL ISLAM,Independent,Assam,Barpeta - 3
SAMEJ UDDIN,Bodoland Peoples Front,Assam,Barpeta - 3
DULU AHMED,Independent,Assam,Barpeta - 3
MATIAR RAHMAN,Independent,Assam,Barpeta - 3
JAGANNATH RAY,Independent,Assam,Barpeta - 3
SHAJAHAN ALI KHAN,Voters Party International,Assam,Barpeta - 3
AYNAL HAQUE,Independent,Assam,Barpeta - 3
CHITRALEKHA DAS,Socialist Unity Centre Of India (COMMUNIST),Assam,Barpeta - 3
AMZAD ALI,Republican Party of India (Athawale),Assam,Barpeta - 3
ABUBAKKAR SIDDIQUE,Rashtriya Ulama Council,Assam,Barpeta - 3
DILIP SAIKIA,Bharatiya Janata Party,Assam,Darrang-Udalguri - 4
MADHAB RAJBANGSHI,Indian National Congress,Assam,Darrang-Udalguri - 4
DURGADAS BORO,Bodoland Peoples Front,Assam,Darrang-Udalguri - 4
DANIEL MARDI,Independent,Assam,Darrang-Udalguri - 4
AROON BAROOA,Bharatheeya Jawan Kisan Party,Assam,Darrang-Udalguri - 4
SWARNA DEVI,Gana Suraksha Party,Assam,Darrang-Udalguri - 4
LALIT PEGU,Voters Party International,Assam,Darrang-Udalguri - 4
JITENDRA CHALIHA,Socialist Unity Centre Of India (COMMUNIST),Assam,Darrang-Udalguri - 4
ABUL KASEM,Republican Party of India (Athawale),Assam,Darrang-Udalguri - 4
BIREN BASAK,Bharatiya Gana Parishad,Assam,Darrang-Udalguri - 4
ABDUL HAMED,Rashtriya Ulama Council,Assam,Darrang-Udalguri - 4
RAKIBUL HUSSAIN,Indian National Congress,Assam,Dhubri - 2
MOHAMMED BADRUDDIN AJMAL,All India United Democratic Front,Assam,Dhubri - 2
ZABED ISLAM,Asom Gana Parishad,Assam,Dhubri - 2
S. M. JIAUL HAQUE,Bharatiya Gana Parishad,Assam,Dhubri - 2
FARUK KHAN,Independent,Assam,Dhubri - 2
BISWAJIT RAY,Independent,Assam,Dhubri - 2
ALAKESH ROY,Independent,Assam,Dhubri - 2
HAFIZ BURHANUDDIN,The National Road Map Party of India,Assam,Dhubri - 2
RADHARANI BISWAS,Hindu Samaj Party,Assam,Dhubri - 2
TAHIDUR RAHMAN,Voters Party International,Assam,Dhubri - 2
SHUKUR ALI,Asom Jana Morcha,Assam,Dhubri - 2
SURAT ZAMAN MONDAL,Socialist Unity Centre Of India (COMMUNIST),Assam,Dhubri - 2
REJAUL KARIM,Republican Party of India (Athawale),Assam,Dhubri - 2
SARBANANDA SONOWAL,Bharatiya Janata Party,Assam,Dibrugarh - 13
LURINJYOTI GOGOI,Assam Jatiya Parishad,Assam,Dibrugarh - 13
MANOJ DHANOWAR,Aam Aadmi Party,Assam,Dibrugarh - 13
AMARSING TISSO,Bharatiya Janata Party,Assam,Diphu - 6
J. I. KATHAR,Independent,Assam,Diphu - 6
JOY RAM ENGLENG,Indian National Congress,Assam,Diphu - 6
JOHN BARNARD SANGMA,Gana Suraksha Party,Assam,Diphu - 6
JOTSON BEY,Autonomous State Demand Committee,Assam,Diphu - 6
BIJULI KALITA MEDHI,Bharatiya Janata Party,Assam,Guwahati - 5
MIRA BORTHAKUR GOSWAMI,Indian National Congress,Assam,Guwahati - 5
DIPAK KR BORO,Voters Party International,Assam,Guwahati - 5
COLONEL GOKUL CHANDRA SINGHA,Independent,Assam,Guwahati - 5
AMITABH SARMA,Ekam Sanatan Bharat Dal,Assam,Guwahati - 5
KAZI NEKIB AHMED,Independent,Assam,Guwahati - 5
SAMAD CHOUDHURY,Bharatiya Gana Parishad,Assam,Guwahati - 5
SHEJON GOYARY,Bahujan Maha Party,Assam,Guwahati - 5
GAURAV GOGOI,Indian National Congress,Assam,Jorhat - 14
TOPON KUMAR GOGOI,Bharatiya Janata Party,Assam,Jorhat - 14
ARUN CHANDRA HANDIQUE,Ekam Sanatan Bharat Dal,Assam,Jorhat - 14
RAJ KUMAR DUWARA,Independent,Assam,Jorhat - 14
KRIPANATH MALLAH,Bharatiya Janata Party,Assam,Karimganj - 7
HAFIZ RASHID AHMED CHOUDHURY,Indian National Congress,Assam,Karimganj - 7
SAHABUL ISLAM CHOUDHURY,All India United Democratic Front,Assam,Karimganj - 7
JIBESH DEB,Independent,Assam,Karimganj - 7
DEBOJYOTI NATH,Independent,Assam,Karimganj - 7
AHAD UDDIN,Rashtriya Ulama Council,Assam,Karimganj - 7
BINAY KRISHNA ROY,Independent,Assam,Karimganj - 7
DILIP KUMAR,Independent,Assam,Karimganj - 7
ROSID AHMED LASKAR,Independent,Assam,Karimganj - 7
MUZAKKIR HASAN LASKAR,Independent,Assam,Karimganj - 7
ABDUL BASIT TAPADAR,Independent,Assam,Karimganj - 7
GOPAL CHANDRA PAUL,Independent,Assam,Karimganj - 7
MD. NAZRUL ISLAM LASKAR,Independent,Assam,Karimganj - 7
SAHEL AHMED,Independent,Assam,Karimganj - 7
ABDUL GOFFAR TALUKDAR,Independent,Assam,Karimganj - 7
SAFIKUR RAHMAN HAZARI,Independent,Assam,Karimganj - 7
PRAJJWAL SUDIP DEB,Socialist Unity Centre Of India (COMMUNIST),Assam,Karimganj - 7
ABDUL KALAM MAZUMDER,Independent,Assam,Karimganj - 7
ALIM UDDIN MAZUMDER,Independent,Assam,Karimganj - 7
ABDUL HAMEED,Independent,Assam,Karimganj - 7
DEBASHISH GHOSH,Bangali Nabanirman Sena,Assam,Karimganj - 7
RASHID AHMED CHOUDHURY,Independent,Assam,Karimganj - 7
ABDUS SUBHAN TAPADAR,Independent,Assam,Karimganj - 7
ROKIBUL HUSSAIN CHOUDHURY,Independent,Assam,Karimganj - 7
KAMAKHYA PRASAD TASA,Bharatiya Janata Party,Assam,Kaziranga - 10
ROSELINA TIRKEY,Indian National Congress,Assam,Kaziranga - 10
DILUWARA BEGUM CHOWDHURY,Independent,Assam,Kaziranga - 10
BINOD GOGOI,Independent,Assam,Kaziranga - 10
ANIMA DEKA GUPTA,Voters Party International,Assam,Kaziranga - 10
TRIDIV JYOTI BHUYAN,Independent,Assam,Kaziranga - 10
ABDUL HOQUE,Independent,Assam,Kaziranga - 10
JYOTISKA RANJAN GOSWAMI,Independent,Assam,Kaziranga - 10
SAILEN CH MALAKAR,Bharatiya Gana Parishad,Assam,Kaziranga - 10
SALIM AHMED,Asom Jana Morcha,Assam,Kaziranga - 10
SALEH AHMED MAZUMDAR,Republican Party of India (Athawale),Assam,Kaziranga - 10
JOYANTA BASUMATARY,"United Peoples Party, Liberal",Assam,Kokrajhar - 1
KAMPA BORGOYARI,Bodoland Peoples Front,Assam,Kokrajhar - 1
GARJAN MASHAHARY,Indian National Congress,Assam,Kokrajhar - 1
BINITA DEKA,Gana Suraksha Party,Assam,Kokrajhar - 1
PRITHVIRAJ NARAYAN DEV MECH,Independent,Assam,Kokrajhar - 1
GAURI SANKAR SARANIA,All India Trinamool Congress,Assam,Kokrajhar - 1
RANJAY KR BRAHMA,Independent,Assam,Kokrajhar - 1
LALIT PEGU,Voters Party International,Assam,Kokrajhar - 1
JYOTISH KUMAR DAS,Independent,Assam,Kokrajhar - 1
PANKAJ ISLARY,Independent,Assam,Kokrajhar - 1
TRIPTINA RABHA,Independent,Assam,Kokrajhar - 1
AJOY NARZARY,Independent,Assam,Kokrajhar - 1
PRADAN BARUAH,Bharatiya Janata Party,Assam,Lakhimpur - 12
UDAY SHANKAR HAZARIKA,Indian National Congress,Assam,Lakhimpur - 12
DHIREN KACHARI,Communist Party of India,Assam,Lakhimpur - 12
GHANA KANTA CHUTIA,All India Trinamool Congress,Assam,Lakhimpur - 12
BIKRAM RAMCHIARY,Independent,Assam,Lakhimpur - 12
GOBIN BISWAKARMA,Independent,Assam,Lakhimpur - 12
DEBA NATH PAIT,Independent,Assam,Lakhimpur - 12
PALLAB PEGU,Socialist Unity Centre Of India (COMMUNIST),Assam,Lakhimpur - 12
BIREN BAILUNG,Voters Party International,Assam,Lakhimpur - 12
PRADYUT BORDOLOI,Indian National Congress,Assam,Nagaon - 9
SURESH BORAH,Bharatiya Janata Party,Assam,Nagaon - 9
AMINUL ISLAM,All India United Democratic Front,Assam,Nagaon - 9
SIKHA SARMA,Independent,Assam,Nagaon - 9
SAMSUL ALAM,Independent,Assam,Nagaon - 9
BIPAD BHANJAN SARKAR,Independent,Assam,Nagaon - 9
ANUPAM BARUAH,Jai Prakash Janata Dal,Assam,Nagaon - 9
NIKHIL DEKARAJA,Independent,Assam,Nagaon - 9
RABBUL HAQUE,Rashtriya Ulama Council,Assam,Nagaon - 9
ABU SHAMA,Independent,Assam,Nagaon - 9
ABU EUSUF MD RAIHAN UDDIN,Independent,Assam,Nagaon - 9
SANTANU MUKHERJEE,Bharatiya Gana Parishad,Assam,Nagaon - 9
SAIFUL ISLAM CHOUDHURY,Asom Jana Morcha,Assam,Nagaon - 9
PARIMAL SUKLABAIDYA,Bharatiya Janata Party,Assam,Silchar - 8
SURYA KANTA SARKAR,Indian National Congress,Assam,Silchar - 8
RADHESHYAM BISWAS,All India Trinamool Congress,Assam,Silchar - 8
RAJU DAS,Independent,Assam,Silchar - 8
PROBASH CHANDRA SARKAR,Socialist Unity Centre Of India (COMMUNIST),Assam,Silchar - 8
ANANTA MOHAN ROY,Independent,Assam,Silchar - 8
RAJIB DAS,Bahujan Maha Party,Assam,Silchar - 8
BARINDRA KUMAR DAS,Bangali Nabanirman Sena,Assam,Silchar - 8
RANJIT DUTTA,Bharatiya Janata Party,Assam,Sonitpur - 11
PREMLAL GANJU,Indian National Congress,Assam,Sonitpur - 11
RISHIRAJ KAUNDINYA,Aam Aadmi Party,Assam,Sonitpur - 11
RAJU DEURI,Bodoland Peoples Front,Assam,Sonitpur - 11
PRADIP BHANDARI,Independent,Assam,Sonitpur - 11
KAMESWAR SWARGIARY,Voters Party International,Assam,Sonitpur - 11
RINKU ROY,Gana Suraksha Party,Assam,Sonitpur - 11
ALAM ALI,Bahujan Maha Party,Assam,Sonitpur - 11
PRADEEP KUMAR SINGH,Bharatiya Janata Party,Bihar,Araria - 9
SHAHNAWAZ,Rashtriya Janata Dal,Bihar,Araria - 9
SHATRUGHAN PRASAD SUMAN,Independent,Bihar,Araria - 9
MD GHOUSUL AZAM,Bahujan Samaj Party,Bihar,Araria - 9
MD. MOBINUL HAQUE,Independent,Bihar,Araria - 9
MD. ISMAIL,Bharatiya Momin Front,Bihar,Araria - 9
AKHILESH KUMAR,Independent,Bihar,Araria - 9
MUSHTAK ALAM,Independent,Bihar,Araria - 9
ZAWED AKHTAR,The National Road Map Party of India,Bihar,Araria - 9
SUDAMA PRASAD,Communist Party of India (Marxist-Leninist) (Liberation),Bihar,Arrah - 32
R. K. SINGH,Bharatiya Janata Party,Bihar,Arrah - 32
VIRENDRA KUMAR SINGH,Independent,Bihar,Arrah - 32
SHIV DAS SINGH,Independent,Bihar,Arrah - 32
LAL BADSAH SINGH,Bahujan Samaj Party,Bihar,Arrah - 32
KRISHNA PASWAN,Bhartiya Kranti Vir Party,Bihar,Arrah - 32
RANDHIR LAL,Independent,Bihar,Arrah - 32
NAVNIT KUMAR,Independent,Bihar,Arrah - 32
RAM SARE SINGH,Peoples Party of India (Democratic),Bihar,Arrah - 32
DHARMATMA SHARMA,Socialist Unity Centre Of India (COMMUNIST),Bihar,Arrah - 32
RAMJEE SINGH,Voters Party International,Bihar,Arrah - 32
ASHOK TIWARY,Independent,Bihar,Arrah - 32
MANMOHAN SINGH,Rashtrawadi Janlok Party (Satya),Bihar,Arrah - 32
SUMITRA DEVI,Jagrook Janta Party,Bihar,Arrah - 32
ABHAY KUMAR SINHA,Rashtriya Janata Dal,Bihar,Aurangabad - 37
SUSHIL KUMAR SINGH,Bharatiya Janata Party,Bihar,Aurangabad - 37
SUNESH KUMAR,Bahujan Samaj Party,Bihar,Aurangabad - 37
PRATIBHA RANI,Peoples Party of India (Democratic),Bihar,Aurangabad - 37
